Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level
2679,IT,Prefer not to say,45,PhD,Manager,10727.0,34,12,3,2,4,10,7,47,No,Yes,Divorced,3,0
2680,Finance,Non-binary,34,Associate's Degree,Executive,3133.0,10,6,5,4,2,58,6,21,Yes,No,Married,5,2
2681,Marketing,Male,47,PhD,Executive,3456.0,10,9,3,2,5,23,8,10,Yes,Yes,Single,7,2
2682,HR,Female,50,Associate's Degree,Analyst,3502.0,9,3,2,1,5,87,14,46,Yes,No,Divorced,8,1
2683,Finance,Male,59,High School,Manager,7717.0,33,19,2,3,1,31,7,25,Yes,No,Single,8,2
2684,Finance,Prefer not to say,49,High School,Executive,2623.0,4,15,5,4,4,88,7,6,Yes,No,Married,2,0
2685,Sales,Prefer not to say,24,High School,Intern,1180.0,0,0,1,1,2,0,0,16,Yes,Yes,Single,1,0
2686,IT,Prefer not to say,29,Associate's Degree,Team Lead,5989.0,24,5,2,4,1,27,1,44,Yes,No,Single,6,2
2687,Finance,Prefer not to say,44,Associate's Degree,Team Lead,9067.0,28,8,2,5,5,15,0,28,Yes,Yes,Single,1,0
2688,Finance,Prefer not to say,50,Master's Degree,Team Lead,5301.0,39,12,3,4,1,41,5,36,No,No,Single,6,3
2689,Marketing,Non-binary,26,PhD,Analyst,3636.0,12,6,3,3,4,15,6,33,Yes,No,Married,7,0
2690,Marketing,Prefer not to say,59,PhD,Team Lead,6012.0,31,17,3,3,3,99,5,30,No,Yes,Married,9,3
2691,HR,Non-binary,28,Master's Degree,Team Lead,8650.0,33,13,4,2,4,11,6,36,Yes,Yes,Widowed,1,3
2692,Sales,Female,20,Master's Degree,Intern,1281.0,0,0,5,4,4,0,0,25,No,No,Single,1,0
2693,HR,Prefer not to say,57,High School,Executive,3809.0,23,12,1,5,2,61,1,13,No,Yes,Single,4,3
2694,Marketing,Prefer not to say,22,Master's Degree,Intern,1140.0,0,0,3,3,3,0,0,39,Yes,No,Single,1,0
2695,IT,Male,48,Associate's Degree,Analyst,2266.0,20,14,1,2,3,37,9,15,No,Yes,Single,4,0
2696,Marketing,Female,23,Bachelor's Degree,Team Lead,5246.0,28,18,3,5,3,83,7,38,No,No,Single,2,2
2697,Sales,Prefer not to say,46,Associate's Degree,Executive,2777.0,22,8,2,5,5,46,7,30,No,Yes,Single,1,0
2698,Marketing,Prefer not to say,30,Master's Degree,Team Lead,7063.0,32,5,1,5,1,78,13,14,Yes,Yes,Divorced,7,0
2699,Sales,Female,48,PhD,Team Lead,6358.0,7,13,4,1,5,21,7,4,Yes,Yes,Widowed,7,2
2700,Sales,Non-binary,22,Associate's Degree,Analyst,2667.0,12,9,3,3,3,79,13,1,Yes,Yes,Widowed,3,1
2701,Sales,Prefer not to say,44,PhD,Team Lead,9306.0,4,8,5,1,2,87,9,3,Yes,No,Single,5,0
2702,Sales,Male,31,Associate's Degree,Manager,9470.0,9,16,2,1,4,2,6,45,No,Yes,Married,7,1
2703,Sales,Prefer not to say,59,PhD,Executive,2053.0,13,12,3,3,4,0,1,36,No,Yes,Widowed,8,1
2704,IT,Male,46,Associate's Degree,Executive,4821.0,23,16,1,4,5,52,3,4,No,Yes,Single,9,2
2705,HR,Male,24,PhD,Manager,9288.0,10,18,3,2,5,63,8,43,No,No,Married,1,1
2706,Finance,Prefer not to say,27,Bachelor's Degree,Analyst,2394.0,2,12,2,3,2,43,7,14,Yes,No,Divorced,9,1
2707,HR,Prefer not to say,27,High School,Team Lead,6045.0,28,8,5,2,4,46,3,25,Yes,Yes,Divorced,6,3
2708,Sales,Male,23,Associate's Degree,Team Lead,9214.0,29,0,5,4,5,37,7,39,Yes,No,Single,6,1
2709,IT,Female,39,Bachelor's Degree,Executive,2511.0,36,0,5,3,1,62,9,3,Yes,No,Married,7,2
2710,Marketing,Female,44,High School,Analyst,2800.0,6,4,2,5,5,80,12,7,No,Yes,Divorced,9,0
2711,IT,Prefer not to say,23,Associate's Degree,Analyst,2324.0,16,7,3,3,5,40,5,8,No,No,Divorced,7,3
2712,Sales,Non-binary,33,Bachelor's Degree,Analyst,2095.0,19,17,2,4,3,20,10,44,No,Yes,Divorced,7,2
2713,IT,Female,43,Bachelor's Degree,Team Lead,6551.0,10,3,2,1,1,44,8,7,Yes,Yes,Married,3,2
2714,IT,Prefer not to say,58,Bachelor's Degree,Analyst,4026.0,24,0,3,3,1,12,0,48,No,No,Single,9,3
2715,Sales,Female,41,Master's Degree,Manager,10674.0,23,14,4,5,2,65,5,25,No,No,Single,4,3
2716,IT,Non-binary,20,PhD,Intern,1244.0,0,0,5,3,3,0,0,17,No,Yes,Single,1,0
2717,Finance,Prefer not to say,45,High School,Analyst,2173.0,26,3,1,1,1,42,3,26,No,Yes,Single,7,0
2718,Finance,Non-binary,20,PhD,Intern,1440.0,0,0,1,3,3,0,0,4,No,Yes,Single,1,0
2719,IT,Prefer not to say,22,PhD,Team Lead,6538.0,28,19,3,5,3,88,4,49,No,No,Divorced,3,0
2720,Marketing,Non-binary,22,PhD,Analyst,2343.0,36,9,1,4,4,91,9,18,Yes,No,Married,2,1
2721,Sales,Female,38,Bachelor's Degree,Executive,4252.0,10,14,4,5,1,47,10,4,No,No,Single,2,0
2722,Finance,Female,22,PhD,Team Lead,6515.0,18,2,2,4,4,25,7,17,Yes,No,Married,2,3
2723,Marketing,Non-binary,51,Master's Degree,Manager,7718.0,27,1,5,5,5,98,14,47,Yes,Yes,Single,9,3
2724,IT,Non-binary,59,Associate's Degree,Manager,7126.0,38,4,1,2,5,91,10,17,Yes,No,Married,8,3
2725,Marketing,Non-binary,21,Bachelor's Degree,Intern,1274.0,0,0,1,3,4,0,0,45,No,No,Single,1,0
2726,HR,Prefer not to say,21,High School,Intern,1223.0,0,0,3,3,5,0,0,25,No,No,Single,1,0
2727,Finance,Female,45,Associate's Degree,Executive,2054.0,21,11,3,1,4,96,0,3,Yes,Yes,Divorced,1,1
2728,IT,Prefer not to say,43,Associate's Degree,Executive,3770.0,5,2,2,2,2,81,5,12,No,No,Divorced,9,3
2729,Sales,Female,47,Associate's Degree,Manager,7425.0,10,15,5,1,3,13,6,27,No,Yes,Married,1,2
2730,IT,Male,34,PhD,Analyst,2709.0,13,13,1,3,2,53,12,17,No,No,Widowed,5,2
2731,Sales,Prefer not to say,22,PhD,Manager,9325.0,35,11,2,1,1,40,5,22,Yes,Yes,Married,4,3
2732,IT,Female,45,Bachelor's Degree,Manager,9541.0,39,19,5,4,2,59,2,39,No,Yes,Widowed,8,0
2733,Marketing,Female,31,PhD,Executive,4273.0,1,15,2,2,2,8,10,39,No,Yes,Divorced,5,3
2734,Marketing,Prefer not to say,19,PhD,Intern,1366.0,0,0,1,5,5,0,0,43,Yes,Yes,Single,1,0
2735,Marketing,Prefer not to say,45,PhD,Executive,3640.0,21,16,3,4,4,55,12,48,Yes,No,Single,1,3
2736,HR,Female,49,Bachelor's Degree,Executive,3814.0,38,16,3,5,1,93,9,36,No,No,Widowed,8,0
2737,Sales,Prefer not to say,57,Bachelor's Degree,Executive,3713.0,3,6,3,1,5,2,9,16,No,No,Single,6,0
2738,Marketing,Non-binary,37,Master's Degree,Manager,9435.0,28,14,4,3,1,97,3,37,Yes,Yes,Married,1,3
2739,HR,Prefer not to say,59,Master's Degree,Analyst,4349.0,23,8,2,4,3,96,4,29,Yes,Yes,Widowed,2,2
2740,Sales,Prefer not to say,37,Master's Degree,Manager,9818.0,0,3,1,2,4,90,4,14,Yes,Yes,Single,4,0
2741,IT,Prefer not to say,38,Master's Degree,Team Lead,5824.0,23,7,2,5,5,58,2,7,No,Yes,Married,5,1
2742,HR,Female,36,Associate's Degree,Executive,2219.0,29,9,3,4,2,72,11,41,No,No,Widowed,1,2
2743,Finance,Non-binary,37,Associate's Degree,Executive,2427.0,11,14,2,3,3,12,1,28,No,No,Widowed,7,1
2744,HR,Male,36,Master's Degree,Team Lead,8805.0,18,17,5,2,2,29,7,13,No,Yes,Single,4,1
2745,HR,Male,55,Master's Degree,Executive,2140.0,36,13,2,2,1,52,6,16,No,No,Married,1,1
2746,Sales,Non-binary,32,High School,Executive,4502.0,39,4,4,5,3,79,4,21,No,Yes,Single,6,1
2747,IT,Non-binary,22,Associate's Degree,Executive,3967.0,3,8,4,4,5,50,12,4,Yes,No,Widowed,9,0
2748,Finance,Non-binary,36,High School,Team Lead,5303.0,14,12,3,4,2,41,0,39,No,No,Married,9,2
2749,Marketing,Female,47,High School,Manager,7535.0,19,18,1,2,2,25,9,35,No,Yes,Divorced,4,3
2750,Marketing,Male,25,PhD,Executive,4192.0,19,10,5,1,1,58,0,15,Yes,No,Divorced,7,0
2751,HR,Non-binary,59,Bachelor's Degree,Analyst,4573.0,20,11,1,2,1,68,7,26,Yes,Yes,Divorced,1,2
2752,Sales,Female,26,Associate's Degree,Team Lead,5086.0,9,2,1,3,4,90,3,46,Yes,No,Widowed,9,3
2753,Sales,Male,24,Master's Degree,Intern,1026.0,0,0,5,4,4,0,0,7,Yes,Yes,Single,1,0
2754,Marketing,Prefer not to say,34,Master's Degree,Team Lead,8297.0,23,14,4,5,1,91,3,18,Yes,Yes,Widowed,9,0
2755,Finance,Female,31,Bachelor's Degree,Manager,10533.0,39,4,3,4,4,2,13,25,Yes,Yes,Married,6,2
2756,IT,Male,32,Associate's Degree,Team Lead,8576.0,39,6,2,2,2,40,8,37,Yes,No,Single,7,1
2757,Finance,Female,18,Master's Degree,Intern,1249.0,0,0,4,3,1,0,0,21,Yes,No,Single,1,0
2758,IT,Male,55,Master's Degree,Analyst,2157.0,2,4,3,1,3,64,4,8,Yes,Yes,Married,9,3
2759,Marketing,Male,20,PhD,Intern,1230.0,0,0,4,4,1,0,0,20,No,Yes,Single,1,0
2760,IT,Prefer not to say,59,High School,Team Lead,8820.0,7,14,5,2,5,74,5,18,No,No,Married,6,0
2761,Sales,Female,22,Master's Degree,Intern,1012.0,0,0,1,2,5,0,0,19,No,Yes,Single,1,0
2762,HR,Non-binary,44,Associate's Degree,Team Lead,6049.0,9,3,5,2,1,79,11,3,Yes,Yes,Widowed,4,0
2763,HR,Prefer not to say,28,Bachelor's Degree,Analyst,2104.0,4,5,2,3,3,96,13,38,No,No,Married,7,0
2764,Marketing,Prefer not to say,59,PhD,Analyst,4789.0,10,17,5,2,1,87,2,18,Yes,Yes,Divorced,2,2
2765,Sales,Male,24,Associate's Degree,Manager,9334.0,3,2,1,2,3,58,9,27,Yes,Yes,Divorced,2,2
2766,Finance,Non-binary,33,PhD,Analyst,4937.0,34,4,4,2,2,95,5,15,Yes,Yes,Married,6,3
2767,Sales,Female,28,High School,Executive,3949.0,39,1,3,4,2,73,9,46,Yes,No,Divorced,9,2
2768,HR,Non-binary,23,Master's Degree,Intern,1307.0,0,0,2,2,3,0,0,21,No,No,Single,1,0
2769,HR,Non-binary,23,Associate's Degree,Intern,1097.0,0,0,4,3,4,0,0,22,No,Yes,Single,1,0
2770,Sales,Non-binary,58,Bachelor's Degree,Team Lead,9226.0,15,14,3,4,2,9,11,8,Yes,Yes,Single,9,1
2771,Sales,Non-binary,36,High School,Analyst,2288.0,13,17,1,2,5,76,7,11,No,No,Widowed,9,1
2772,HR,Non-binary,23,High School,Manager,9492.0,20,5,5,1,1,0,3,43,No,Yes,Married,3,3
2773,Finance,Male,59,PhD,Manager,8144.0,26,12,4,3,4,98,12,12,Yes,Yes,Married,1,1
2774,Marketing,Male,28,High School,Manager,8721.0,35,12,3,1,5,13,9,48,No,Yes,Divorced,2,2
2775,Marketing,Prefer not to say,53,Associate's Degree,Executive,2631.0,0,0,3,3,1,20,9,39,No,No,Widowed,8,2
2776,Sales,Male,25,PhD,Analyst,3208.0,0,15,5,1,5,57,2,27,No,No,Married,7,0
2777,Marketing,Prefer not to say,41,High School,Manager,10490.0,21,3,4,2,4,37,5,35,Yes,No,Married,1,3
2778,HR,Prefer not to say,57,Bachelor's Degree,Executive,3240.0,14,16,4,1,3,0,9,2,No,Yes,Divorced,3,1
2779,HR,Female,21,Associate's Degree,Intern,1191.0,0,0,1,1,1,0,0,35,No,Yes,Single,1,0
2780,Sales,Non-binary,49,Bachelor's Degree,Team Lead,5527.0,2,15,4,3,5,4,8,31,Yes,No,Married,7,1
2781,Sales,Male,34,Bachelor's Degree,Analyst,3054.0,13,0,5,2,5,43,13,8,No,Yes,Widowed,5,1
2782,Sales,Female,22,PhD,Analyst,2278.0,8,5,4,3,4,95,7,20,No,No,Single,3,0
2783,Finance,Male,21,Master's Degree,Intern,1185.0,0,0,1,2,4,0,0,8,Yes,Yes,Single,1,0
2784,Marketing,Prefer not to say,51,PhD,Analyst,4995.0,39,5,3,5,4,56,7,4,Yes,No,Divorced,5,0
2785,Sales,Male,57,Associate's Degree,Analyst,2224.0,33,16,4,4,3,44,2,31,No,No,Married,1,3
2786,IT,Non-binary,46,Associate's Degree,Analyst,3906.0,3,3,5,4,2,59,0,32,Yes,No,Divorced,5,0
2787,IT,Prefer not to say,37,PhD,Analyst,3710.0,32,13,4,3,5,65,2,13,No,Yes,Married,3,1
2788,HR,Prefer not to say,40,Master's Degree,Executive,2083.0,36,13,2,2,3,94,13,22,Yes,Yes,Married,2,2
2789,Marketing,Female,22,PhD,Executive,3591.0,1,19,1,1,5,46,2,26,Yes,No,Single,3,0
2790,Sales,Non-binary,26,Associate's Degree,Team Lead,5033.0,26,7,3,4,3,25,13,17,Yes,Yes,Divorced,4,2
2791,IT,Prefer not to say,43,Master's Degree,Analyst,4139.0,16,1,2,3,1,8,11,29,No,No,Single,1,2
2792,Marketing,Non-binary,19,Associate's Degree,Intern,1018.0,0,0,5,3,2,0,0,27,No,No,Single,1,0
2793,HR,Male,59,Master's Degree,Manager,10870.0,5,3,4,3,5,93,12,22,Yes,No,Divorced,9,2
2794,Finance,Non-binary,58,Master's Degree,Team Lead,5009.0,30,9,1,2,4,7,2,18,Yes,No,Single,1,1
2795,Marketing,Prefer not to say,57,PhD,Manager,8779.0,2,19,4,3,2,4,1,5,No,Yes,Divorced,7,1
2796,Marketing,Female,57,PhD,Manager,10147.0,39,2,4,5,5,38,11,12,Yes,No,Single,8,1
2797,Finance,Prefer not to say,25,PhD,Analyst,2007.0,2,15,4,1,1,67,14,2,Yes,Yes,Single,9,1
2798,Marketing,Non-binary,18,Master's Degree,Intern,1338.0,0,0,4,3,5,0,0,42,Yes,No,Single,1,0
2799,HR,Non-binary,39,Master's Degree,Manager,7905.0,12,14,1,2,5,35,5,7,No,No,Widowed,9,3
2800,HR,Prefer not to say,37,Associate's Degree,Manager,9131.0,20,3,2,1,5,20,4,47,No,No,Single,3,3
2801,Finance,Non-binary,59,Bachelor's Degree,Team Lead,8098.0,36,0,5,1,2,96,11,26,Yes,No,Single,1,0
2802,Sales,Male,23,PhD,Intern,1258.0,0,0,2,4,5,0,0,39,Yes,No,Single,1,0
2803,IT,Prefer not to say,19,Associate's Degree,Intern,1066.0,0,0,1,3,4,0,0,15,No,No,Single,1,0
2804,Sales,Female,23,Associate's Degree,Manager,9923.0,12,19,5,3,3,84,6,48,No,No,Divorced,2,1
2805,Marketing,Prefer not to say,21,High School,Intern,1025.0,0,0,3,2,4,0,0,33,Yes,Yes,Single,1,0
2806,IT,Male,57,PhD,Team Lead,6176.0,30,15,2,5,1,55,9,47,Yes,Yes,Divorced,5,1
2807,Finance,Male,59,Associate's Degree,Team Lead,9723.0,8,8,1,5,2,56,1,3,Yes,Yes,Married,4,1
2808,Finance,Male,59,High School,Team Lead,6273.0,32,18,1,4,3,58,1,42,No,Yes,Single,2,0
2809,IT,Male,50,PhD,Analyst,3654.0,36,16,1,5,2,6,12,48,Yes,Yes,Widowed,3,2
2810,HR,Male,47,Master's Degree,Manager,8847.0,36,9,5,2,2,41,14,2,No,No,Widowed,9,1
2811,IT,Female,24,High School,Intern,1005.0,0,0,4,4,5,0,0,17,Yes,No,Single,1,0
2812,Marketing,Non-binary,38,Master's Degree,Team Lead,8577.0,24,7,3,3,4,83,7,1,Yes,Yes,Married,8,0
2813,HR,Male,37,Bachelor's Degree,Manager,7306.0,28,18,5,5,3,78,3,36,Yes,No,Divorced,1,2
2814,Finance,Male,52,Bachelor's Degree,Manager,10516.0,39,4,5,2,5,33,6,43,No,No,Widowed,5,3
2815,IT,Prefer not to say,30,Bachelor's Degree,Analyst,2478.0,35,1,2,2,3,99,2,17,No,No,Married,2,2
2816,Sales,Female,22,Bachelor's Degree,Intern,1140.0,0,0,3,3,4,0,0,2,Yes,Yes,Single,1,0
2817,Sales,Female,19,Associate's Degree,Intern,1237.0,0,0,1,2,5,0,0,33,Yes,Yes,Single,1,0
2818,Marketing,Non-binary,58,Bachelor's Degree,Team Lead,9383.0,19,9,5,4,3,56,8,29,Yes,Yes,Divorced,3,0
2819,Sales,Female,23,Associate's Degree,Team Lead,7353.0,4,1,3,4,5,60,6,6,No,No,Single,5,0
2820,IT,Prefer not to say,35,Associate's Degree,Manager,10730.0,17,8,2,1,2,88,6,43,Yes,Yes,Single,2,1
2821,IT,Prefer not to say,24,PhD,Intern,1229.0,0,0,4,3,1,0,0,36,Yes,No,Single,1,0
2822,Sales,Non-binary,20,Associate's Degree,Intern,1026.0,0,0,3,2,3,0,0,24,No,No,Single,1,0
2823,IT,Prefer not to say,59,Associate's Degree,Team Lead,7210.0,18,11,1,5,4,91,7,11,No,No,Single,5,2
2824,Marketing,Male,41,Bachelor's Degree,Executive,2107.0,22,14,5,4,3,13,1,5,Yes,No,Divorced,1,0
2825,HR,Male,23,Associate's Degree,Manager,11432.0,25,19,4,3,1,67,7,30,No,No,Divorced,5,1
2826,Marketing,Prefer not to say,21,Master's Degree,Intern,1104.0,0,0,2,3,3,0,0,10,No,Yes,Single,1,0
2827,Marketing,Non-binary,40,Bachelor's Degree,Analyst,3294.0,33,17,1,4,3,12,12,37,No,Yes,Widowed,9,3
2828,IT,Female,58,High School,Analyst,4284.0,18,12,4,1,3,16,1,27,No,Yes,Single,2,1
2829,HR,Non-binary,39,Bachelor's Degree,Executive,4014.0,17,3,2,3,4,28,0,27,No,No,Single,7,2
2830,IT,Female,37,Associate's Degree,Team Lead,8414.0,1,11,1,2,1,80,14,24,No,Yes,Single,2,3
2831,Finance,Prefer not to say,25,Master's Degree,Team Lead,7027.0,26,8,5,5,1,99,10,3,No,Yes,Married,3,2
2832,IT,Prefer not to say,33,Bachelor's Degree,Team Lead,9726.0,5,1,2,5,4,82,7,38,No,No,Widowed,3,3
2833,IT,Male,50,Master's Degree,Analyst,4576.0,38,15,4,4,3,89,3,26,Yes,Yes,Single,8,0
2834,IT,Female,28,High School,Team Lead,9894.0,5,0,1,3,3,72,14,45,Yes,No,Single,2,2
2835,HR,Non-binary,35,High School,Analyst,3627.0,5,3,3,5,1,1,10,48,No,No,Widowed,1,2
2836,IT,Prefer not to say,33,PhD,Executive,2628.0,30,14,1,3,3,61,9,39,No,No,Single,6,1
2837,HR,Non-binary,56,PhD,Manager,7516.0,39,19,4,4,2,19,14,18,Yes,No,Single,6,0
2838,Sales,Male,21,Bachelor's Degree,Intern,1343.0,0,0,4,1,3,0,0,3,Yes,Yes,Single,1,0
2839,Finance,Female,38,PhD,Executive,3410.0,20,19,3,5,3,81,9,38,Yes,Yes,Widowed,5,3
2840,HR,Female,59,Master's Degree,Analyst,3242.0,17,14,4,2,5,55,12,42,Yes,No,Divorced,9,0
2841,Sales,Prefer not to say,53,PhD,Executive,3488.0,22,2,1,4,1,89,10,48,Yes,Yes,Widowed,5,1
2842,HR,Female,19,Master's Degree,Intern,1009.0,0,0,2,1,1,0,0,25,No,Yes,Single,1,0
2843,HR,Prefer not to say,59,PhD,Manager,7100.0,22,17,1,2,2,24,0,13,No,No,Married,6,2
2844,Finance,Male,22,PhD,Intern,1271.0,0,0,4,2,2,0,0,25,Yes,No,Single,1,0
2845,Marketing,Female,26,PhD,Analyst,3172.0,35,9,3,5,2,16,10,24,No,No,Divorced,2,3
2846,Marketing,Prefer not to say,19,Associate's Degree,Intern,1278.0,0,0,3,3,1,0,0,41,Yes,Yes,Single,1,0
2847,HR,Non-binary,30,Associate's Degree,Executive,3380.0,6,6,5,4,5,9,4,16,Yes,Yes,Married,9,2
2848,IT,Prefer not to say,54,PhD,Team Lead,6024.0,17,7,3,2,5,58,5,43,No,No,Divorced,3,0
2849,Sales,Female,57,Master's Degree,Executive,4101.0,19,0,3,5,4,24,2,41,No,No,Single,3,3
2850,IT,Male,57,Bachelor's Degree,Analyst,3162.0,4,17,4,1,1,27,12,42,No,No,Widowed,7,1
2851,IT,Female,39,High School,Manager,9147.0,17,11,2,2,4,89,8,11,No,Yes,Single,2,2
2852,HR,Female,24,Associate's Degree,Intern,1302.0,0,0,2,1,3,0,0,21,Yes,No,Single,1,0
2853,HR,Prefer not to say,50,PhD,Manager,9220.0,32,11,4,4,2,60,11,31,No,Yes,Single,7,1
2854,HR,Non-binary,35,High School,Analyst,3693.0,14,19,3,5,4,57,9,15,Yes,No,Single,8,0
2855,HR,Female,22,Associate's Degree,Intern,1011.0,0,0,1,1,4,0,0,45,No,Yes,Single,1,0
2856,Marketing,Non-binary,36,Bachelor's Degree,Executive,3881.0,0,1,2,3,1,82,13,49,No,Yes,Divorced,5,0
2857,HR,Prefer not to say,27,Master's Degree,Executive,4796.0,20,13,4,1,2,22,14,36,Yes,No,Divorced,4,2
2858,Marketing,Non-binary,59,PhD,Analyst,2426.0,7,3,1,1,2,77,0,43,Yes,Yes,Married,8,3
2859,Marketing,Prefer not to say,21,Bachelor's Degree,Intern,1155.0,0,0,3,5,5,0,0,1,Yes,Yes,Single,1,0
2860,HR,Male,36,Associate's Degree,Executive,4545.0,39,16,4,5,4,78,1,28,No,Yes,Divorced,6,1
2861,Finance,Non-binary,50,PhD,Analyst,3315.0,39,18,2,2,5,84,5,33,Yes,No,Divorced,6,0
2862,Sales,Non-binary,25,High School,Analyst,4393.0,29,5,1,1,4,37,5,3,No,Yes,Divorced,5,2
2863,IT,Male,39,Master's Degree,Manager,9829.0,37,8,1,1,1,29,8,15,Yes,Yes,Single,2,1
2864,Marketing,Non-binary,59,Associate's Degree,Executive,2510.0,34,16,2,5,1,18,9,33,Yes,Yes,Divorced,5,0
2865,Sales,Male,24,Master's Degree,Intern,1076.0,0,0,1,3,3,0,0,32,No,No,Single,1,0
2866,Finance,Female,32,PhD,Executive,2440.0,7,4,2,5,4,92,3,23,No,No,Divorced,7,0
2867,IT,Prefer not to say,35,Bachelor's Degree,Executive,3769.0,37,17,4,3,4,85,7,26,Yes,No,Widowed,7,3
2868,IT,Male,24,Master's Degree,Executive,3655.0,3,3,5,5,2,19,3,48,Yes,Yes,Widowed,8,3
2869,Marketing,Non-binary,59,High School,Analyst,2921.0,36,1,3,4,2,63,2,17,No,No,Married,9,0
2870,HR,Male,59,Associate's Degree,Team Lead,5910.0,20,18,4,1,5,35,3,9,No,No,Married,1,2
2871,Finance,Non-binary,59,High School,Team Lead,5614.0,12,4,3,3,3,64,0,5,Yes,No,Single,4,3
2872,Marketing,Female,39,Master's Degree,Manager,8908.0,8,3,3,4,1,82,8,29,Yes,No,Divorced,6,2
2873,Finance,Male,41,Bachelor's Degree,Executive,4026.0,28,4,2,3,4,42,10,6,No,Yes,Divorced,7,3
2874,HR,Female,46,Bachelor's Degree,Team Lead,9517.0,23,18,5,2,5,25,14,47,Yes,No,Widowed,5,3
2875,HR,Prefer not to say,59,High School,Manager,7027.0,15,12,3,2,3,6,4,41,Yes,No,Divorced,6,0
2876,Marketing,Non-binary,34,PhD,Analyst,4769.0,11,15,3,1,2,33,6,35,No,No,Widowed,1,3
2877,HR,Non-binary,25,PhD,Executive,4275.0,1,11,4,4,3,35,2,21,Yes,No,Married,5,1
2878,Sales,Female,19,Bachelor's Degree,Intern,1017.0,0,0,5,4,5,0,0,45,No,Yes,Single,1,0
2879,IT,Prefer not to say,54,High School,Analyst,4657.0,29,15,5,2,1,36,12,45,No,Yes,Married,2,1
2880,Marketing,Male,49,High School,Manager,11852.0,15,13,3,1,2,61,9,23,Yes,No,Divorced,1,1
2881,Finance,Male,58,High School,Analyst,4875.0,23,0,5,2,2,85,13,35,No,Yes,Widowed,9,3
2882,Sales,Non-binary,18,Master's Degree,Intern,1057.0,0,0,4,4,1,0,0,46,No,Yes,Single,1,0
2883,Marketing,Female,55,PhD,Analyst,3113.0,4,3,2,3,2,59,6,2,No,No,Divorced,4,0
2884,HR,Female,26,PhD,Manager,10336.0,22,8,3,4,5,92,4,42,Yes,Yes,Widowed,9,2
2885,HR,Male,23,Master's Degree,Intern,1129.0,0,0,1,1,2,0,0,9,Yes,No,Single,1,0
2886,HR,Prefer not to say,19,Associate's Degree,Intern,1173.0,0,0,3,4,4,0,0,13,Yes,Yes,Single,1,0
2887,HR,Prefer not to say,30,Master's Degree,Analyst,2789.0,16,11,3,5,3,51,7,43,No,No,Single,7,3
2888,Finance,Male,19,High School,Intern,1400.0,0,0,2,4,5,0,0,34,No,Yes,Single,1,0
2889,Sales,Male,53,Master's Degree,Analyst,2395.0,25,6,1,5,1,59,14,16,Yes,Yes,Divorced,8,3
2890,IT,Female,54,High School,Executive,2827.0,12,16,1,2,5,76,6,5,Yes,No,Divorced,3,2
2891,Finance,Prefer not to say,24,Bachelor's Degree,Intern,1086.0,0,0,1,5,4,0,0,1,No,Yes,Single,1,0
2892,Finance,Male,51,High School,Analyst,2564.0,21,13,2,4,2,53,6,40,Yes,No,Single,6,3
2893,IT,Male,33,PhD,Executive,4203.0,20,14,5,4,2,9,9,22,No,Yes,Widowed,9,2
2894,IT,Non-binary,18,Master's Degree,Intern,1319.0,0,0,1,4,5,0,0,48,Yes,No,Single,1,0
2895,HR,Male,24,High School,Executive,2791.0,38,11,5,1,2,17,6,46,Yes,Yes,Divorced,4,3
2896,Finance,Male,18,Associate's Degree,Intern,1342.0,0,0,4,2,2,0,0,26,Yes,Yes,Single,1,0
2897,Marketing,Prefer not to say,51,Bachelor's Degree,Manager,9362.0,13,12,2,5,4,78,5,34,Yes,Yes,Divorced,3,1
2898,IT,Female,30,Associate's Degree,Manager,11133.0,17,15,5,3,1,58,11,21,No,Yes,Single,7,3
2899,IT,Prefer not to say,47,Associate's Degree,Analyst,2502.0,3,13,1,5,3,26,12,7,Yes,Yes,Married,5,2
2900,Sales,Female,23,Associate's Degree,Team Lead,8765.0,32,6,1,4,5,57,0,25,No,No,Single,7,0
2901,Marketing,Non-binary,24,Bachelor's Degree,Manager,10676.0,38,15,5,3,1,60,3,12,No,No,Widowed,7,3
2902,Marketing,Male,25,Bachelor's Degree,Team Lead,9199.0,19,8,5,3,3,82,7,31,Yes,No,Single,6,0
2903,IT,Non-binary,46,Bachelor's Degree,Executive,2780.0,12,13,4,5,1,78,0,47,No,No,Married,2,3
2904,HR,Female,34,Bachelor's Degree,Executive,2333.0,35,6,2,5,5,70,5,27,No,Yes,Divorced,5,3
2905,Sales,Prefer not to say,59,Associate's Degree,Team Lead,9050.0,3,11,3,5,4,42,1,22,Yes,No,Widowed,6,1
2906,Marketing,Prefer not to say,56,PhD,Analyst,2490.0,34,2,4,5,4,79,14,34,Yes,No,Widowed,8,3
2907,IT,Non-binary,20,PhD,Intern,1448.0,0,0,4,2,4,0,0,17,Yes,Yes,Single,1,0
2908,Marketing,Female,30,Bachelor's Degree,Team Lead,7511.0,39,18,4,1,1,86,8,11,Yes,No,Married,7,3
2909,Sales,Non-binary,23,Master's Degree,Team Lead,8635.0,35,10,1,1,5,10,7,29,Yes,Yes,Single,5,0
